CASRN	Tb
7285-77-0	504.95
7286-40-0	449.15
7287-19-6	582.79
7287-36-7	483.15
7289-92-1	306.65
729-81-7	392.1
7292-16-2	449.15
7294-05-5	425.15
72985-54-7	487.15
73-09-6	504.05
7300-03-0	394.15
7300-34-7	571.15
7307-02-0	447.2
7307-55-3	514.75
7307-58-6	577.15
73080-51-0	498.15
7311-30-0	534.15
7315-32-4	497.15
7317-85-3	634.15
73178-43-5	510.15
7318-00-5	485.65
7318-67-4	338.15
73180-09-3	531.15
7319-00-8	338.15
732-26-3	551.15
7320-37-8	545.65
7321-48-4	438.45
7321-55-3	442.65
73210-25-0	461.15
7328-17-8	523.15
7328-91-8	426.15
73286-70-1	481.15
7332-93-6	385.15
73346-74-4	365.15
7335-01-5	492.35
7335-06-0	377.15
7335-07-1	405.65
7335-25-3	516.15
7335-26-4	534.15
7335-27-5	510.65
73365-02-3	501.15
73398-15-9	418.15
7340-90-1	533.15
7342-82-7	542.15
7343-34-2	531.7
7344-34-5	482.15
73452-31-0	429.15
7347-48-0	422.15
7348-71-2	396.15
7348-78-9	396.15
7349-99-7	456.15
7351-74-8	599.15
73548-71-7	383.15
73548-72-8	390.15
73557-60-5	576.15
73561-96-3	225.45
7357-93-9	359.52
7359-72-0	517.15
73599-91-4	526.15
73599-94-7	496.15
7360-67-0	222.15
7367-38-6	488.65
73671-86-0	504.9
7369-50-8	515.65
7371-67-7	498.15
7372-86-3	543.16
7372-88-5	571.15
7372-92-1	482.15
7373-13-9	606.15
7374-66-5	473.15
73741-61-4	466.15
73771-13-8	355.15
73771-72-9	426.15
73771-73-0	544.15
7378-50-9	363.45
7378-99-6	464.15
7379-12-6	406.15
73791-42-1	458.15
738-70-5	435.15
7381-30-8	438.65
73826-58-1	431.15
7383-19-9	435.15
7383-71-3	405.65
7383-90-6	556.15
73834-77-2	375.85
7385-78-6	353.95
7385-82-2	361.26
7388-28-5	83.15
7391-39-1	504.15
73926-88-2	362.15
73926-89-3	349.45
73928-01-5	435.15
73928-18-4	322.85
73931-44-9	581.65
73960-07-3	495.15
7397-06-0	478.15
73986-95-5	304.2
7399-49-7	445.35
7399-50-0	468.55
74-31-7	772
74-82-8	111.66
74-83-9	276.71
74-84-0	184.55
74-85-1	169.47
74-86-2	189.35
74-87-3	248.93
74-88-4	315.58
74-89-5	266.82
74-90-8	298.85
74-93-1	279.11
74-94-2	332.15
74-95-3	370.1
74-96-4	311.5
74-97-5	341.2
74-98-6	231.11
74-99-7	249.94
74093-43-9	1154.15
74112-36-0	468.15
7415-31-8	402
7416-48-0	482.65
7417-48-3	343.15
74222-97-2	470.15
74223-64-6	454.15
7423-69-0	377.15
7424-54-6	449.15
7424-91-1	439.15
74244-64-7	616.15
7425-45-8	436.65
7425-47-0	463.15
74283-48-0	424.15
7429-37-0	481.8
7429-44-9	458.15
7429-90-5	2790.81
7429-91-6	2840.15
74328-57-7	354.15
7433-56-9	444.15
7433-78-5	444.15
7439-88-5	4701.15
7439-89-6	3133.35
7439-90-9	119.8
7439-91-0	3737.15
7439-92-1	2022.15
7439-93-2	1615
7439-94-3	3675.15
7439-95-4	1363.15
7439-96-5	2334.15
7439-97-6	629.84
7439-98-7	4912.15
744-45-6	548.15
7440-00-8	3347.15
7440-01-9	27.09
7440-02-0	3186.15
7440-03-1	5017.15
7440-04-2	5285.15
7440-05-3	3236.15
7440-06-4	4098.15
7440-07-5	3501.15
7440-08-6	1235.15
7440-09-7	1031
7440-10-0	3793.15
7440-12-2	3273.15
7440-14-4	1799.15
7440-15-5	5869.15
7440-16-6	3968.15
7440-17-7	961.15
7440-18-8	4423.15
7440-19-9	2067.15
7440-20-2	3109.15
7440-21-3	3490
7440-22-4	2485
7440-23-5	1156
7440-24-6	1655.15
7440-25-7	5731.15
7440-26-8	4538.15
7440-27-9	3503.15
7440-28-0	1746.15
7440-29-1	5061.15
7440-30-4	2223.15
7440-31-5	2875.15
7440-32-6	3560.15
7440-33-7	5828.15
7440-34-8	3471.15
7440-35-9	2880
7440-36-0	1860.15
7440-37-1	87.28
7440-38-2	888
7440-39-3	2170.15
7440-41-7	2757
7440-42-8	4273.15
7440-43-9	1040.15
7440-45-1	3716.15
7440-46-2	944.15
7440-47-3	2944.15
7440-48-4	3200.15
7440-50-8	2835.15
7440-52-0	3141.15
7440-53-1	1802.15
7440-54-2	3546.15
7440-55-3	2477.15
7440-56-4	3100
7440-57-5	3129.15
7440-58-6	4876.15
7440-59-7	4.22
7440-60-0	2973.15
7440-61-1	4404.15
7440-62-2	3653.15
7440-63-3	165.03
7440-64-4	1469.15
7440-65-5	3618.15
7440-66-6	1180.15
7440-67-7	4682.15
7440-68-8	607
7440-69-9	1837.15
7440-70-2	1757
7440-73-5	946.15
7440-74-6	2345.15
74421-05-9	411.15
7443-52-9	440.15
7443-55-2	447.15
7443-70-1	438.15
7446-07-3	1518.15
7446-08-4	588.15
7446-09-5	263.13
7446-11-9	317.9
7446-43-7	427.65
7446-70-0	453.15
7447-39-4	1266.15
7447-40-7	1689
7447-41-8	1656.15
7448-86-4	433.15
745-62-0	437.25
74513-58-9	558.15
7452-79-1	405.9
74542-82-8	384.65
7459-46-3	551.15
7460-84-6	436.15
7461-19-0	797.15
7466-38-8	612.65
74683-66-2	466.65
74733-99-6	369.15
7474-10-4	486.15
74742-08-8	468.15
74742-10-2	484.15
7476-66-6	401.15
74778-22-6	449.45
74790-08-2	364.55
7487-94-7	577.15
74879-18-8	428.65
7488-70-2	382.15
74920-78-8	555.65
7493-74-5	389.65
7493-78-9	429.35
7493-82-5	518.55
74940-23-1	374.75
74955-23-0	366.15
74974-54-2	411.15
7498-57-9	576.15
7499-60-7	457.45
75-00-3	285.42
75-01-4	259.25
75-02-5	200.95
75-03-6	345.45
75-04-7	289.73
75-05-8	354.75
75-07-0	294
75-08-1	308.15
75-09-2	312.9
75-10-5	221.5
75-11-6	455.15
75-12-7	493
75-15-0	319.37
75-16-1	253.15
75-18-3	310.48
75-19-4	240.37
75-21-8	283.6
75-22-9	445.15
75-24-1	400.27
75-25-2	422.35
75-26-3	332.56
75-27-4	363.15
75-28-5	261.43
75-29-6	308.85
75-30-9	362.65
75-31-0	304.92
75-33-2	325.71
75-34-3	330.45
75-35-4	304.71
75-36-5	323.9
75-37-6	249.13
75-38-7	190
75-43-4	282.05
75-44-5	280.71
75-45-6	232.32
75-46-7	191.09
75-47-8	491.16
75-50-3	276.02
75-52-5	374.35
75-54-7	314.7
75-55-8	334
75-56-9	307.65
75-61-6	295.94
75-62-7	378.05
75-63-8	215.26
75-64-9	317.55
75-65-0	355.57
75-66-1	337.37
75-68-3	263.95
75-69-4	296.97
75-71-8	243.36
75-72-9	191.74
75-73-0	145.09
75-74-1	383.15
75-75-2	561
75-76-3	299.8
75-77-4	330.75
75-78-5	343.35
75-79-6	339.55
75-80-9	365.15
75-81-0	468.15
75-82-1	365.65
75-83-2	322.88
75-84-3	386.25
75-85-4	375.15
75-87-6	370.85
75-88-7	279.25
75-89-8	347.15
75-91-2	405.5
75-94-5	363.85
75-97-8	379.45
75-98-9	436.95
75-99-0	460.65
75038-71-0	357.15
7515-62-0	398.15
7515-80-2	371.15
75178-96-0	476.15
7521-80-4	421.65
7524-63-2	513.15
7525-62-4	463.2
7529-63-7	545.15
753-73-1	460.15
753-89-9	357.45
753-90-2	310.1
7531-39-7	399.15
7531-52-4	369.15
75318-62-6	467.15
7533-40-6	472.15
75336-86-6	428.65
7534-94-3	518.15
754-05-2	328.15
754-17-6	364.45
754-34-7	313.7
7540-51-4	498.65
75464-10-7	519.65
7548-44-9	578.15
7548-46-1	466.15
75491-38-2	373.15
755-25-9	330.15
7550-35-8	1583.15
7550-45-0	409
7553-56-2	457.56
7554-65-6	479.15
756-09-2	406.65
756-79-6	454.15
7564-63-8	460.44
7568-37-8	178.15
7568-92-5	534.15
757-88-0	385.65
7570-49-2	433.15
7572-29-4	306.15
758-21-4	318.15
758-96-3	444.65
7581-97-7	392.65
7583-53-1	415.65
75866-72-7	494.15
75881-19-5	389.15
759-05-7	443.65
759-22-8	469.15
759-36-4	488.15
759-94-4	508.15
7596-92-1	769.15
75993-65-6	213.15
76-00-6	436.15
76-01-7	433.03
76-02-8	391.15
76-03-9	470.78
76-04-0	395.15
76-05-1	344.95
76-06-2	385.15
76-09-5	445.95
76-11-9	364.65
76-12-0	366
76-13-1	320.75
76-14-2	276.92
76-15-3	234.04
76-16-4	194.95
76-17-5	346.85
76-19-7	236.4
76-20-0	578.92
76-22-2	480.57
76-29-9	547.15
76-35-7	475.55
76-36-8	437.15
76-37-9	382.65
76-38-0	378.15
76-49-3	494.15
76-83-5	583.15
76-84-6	653.15
76-86-8	651.15
760-20-3	327.33
760-21-4	337.82
760-23-6	388
760-32-7	351.15
760-60-1	426.95
760-79-2	459.15
76008-73-6	561.15
7601-90-3	385
7603-37-4	451.15
761-06-8	505.15
7611-86-1	336.65
7611-87-2	341.25
7611-88-3	363.15
7611-89-4	363.15
7614-93-9	584.15
7615-57-8	535.15
7616-94-6	226.49
7617-74-5	588.15
76180-96-6	344.65
762-04-9	411.15
762-49-2	344.65
762-50-5	326.15
762-62-9	345.67
762-63-0	353.58
762-72-1	358.15
762-75-4	355.95
7622-21-1	561.15
7622-22-2	501.15
7623-01-0	518.15
7623-09-8	383.15
7623-10-1	365.15
7623-11-2	403.65
763-29-1	335.25
763-30-4	323.15
763-32-6	404.15
763-69-9	443.15
763-89-3	430.15
763-93-9	413.15
7631-99-4	653.15
7632-10-2	574.65
7632-51-1	425
7637-07-2	173.35
764-01-2	415.7
764-13-6	408.41
764-35-2	357.67
764-39-6	397.15
764-41-0	430.15
764-42-1	459.15
764-47-6	338.15
764-48-7	414.75
764-49-8	434.15
764-78-3	399.15
764-84-1	481.15
764-85-2	488.45
764-93-2	447.16
764-96-5	465.45
764-97-6	465.15
764-99-8	471.65
7642-04-8	398.79
7642-09-3	339.6
7642-10-6	368.9
7642-15-1	395.69
76429-68-0	483.65
76429-97-5	391.25
7646-78-8	387.3
7646-79-9	1322.15
7646-85-7	1005.15
7647-01-0	188.15
7647-14-5	1738.2
7647-15-6	1663.82
7647-17-8	1570.15
7647-18-9	449.15
7647-19-0	188.55
76472-83-8	628.15
765-03-7	488.16
765-10-6	525.15
765-13-9	541.16
765-27-5	613.16
765-30-0	323.65
765-34-4	385.65
765-38-8	371.15
765-42-4	396.65
765-43-5	384.45
765-47-9	378.95
765-58-2	451.15
765-69-5	486.15
765-85-5	408.65
765-87-7	467.15
7651-91-4	211.15
766-00-7	456.15
766-07-4	490
766-08-5	413.15
766-09-6	403.95
766-15-4	406.33
766-17-6	400.65
766-20-1	389.65
766-39-2	496.15
766-49-4	423.15
766-51-8	471.65
766-53-0	432.15
766-66-5	460.65
766-77-8	429.65
766-79-0	422.65
766-85-8	517.65
766-90-5	452.03
766-92-7	483.15
766-93-8	533.15
766-94-9	428.65
766-95-0	459.2
766-97-2	442.15
7661-39-4	555.15
7661-55-4	533.15
76619-89-1	518.15
7663-77-6	394.65
7664-38-2	680
7664-39-3	292.67
7664-41-7	239.72
7664-93-9	610
7665-72-7	425.15
7667-51-8	971.15
7667-55-2	424.15
7667-58-5	421.15
7667-59-6	418.15
7667-60-9	414.37
7667-76-7	857.15
7667-78-9	886.15
7667-79-0	890.15
7667-80-3	893.15
7667-81-4	897.15
7667-82-5	928.15
7667-83-6	931.15
7667-84-7	934.15
7667-85-8	936.15
7667-86-9	939.15
7667-87-0	941.15
7667-88-1	951.15
7667-89-2	953.15
7667-90-5	957.15
7667-91-6	959.15
7667-92-7	963.15
7667-93-8	965.15
7667-94-9	967.15
7667-95-0	975.15
7667-96-1	977.15
7667-97-2	980.15
767-00-0	422.15
767-10-2	427.65
767-12-4	458.15
767-54-4	462.35
767-58-8	463.75
767-59-9	471.65
767-60-2	471.15
767-99-7	447.15
7670-25-9	983.15
7670-26-0	985.15
7670-27-1	986.15
7677-24-9	389.65
768-00-3	467.85
768-32-1	442.65
768-33-2	468.15
768-39-8	401.15
768-49-0	461.06
768-52-5	476.15
768-56-9	450.15
768-66-1	429.15
7681-11-0	1618
7681-49-4	1982.72
7681-65-4	1609.15
7681-76-7	358.15
7681-82-5	1577
7681-84-7	415.15
7688-21-3	342.03
7689-03-4	537.15
769-06-2	469.15
769-25-5	482.15
769-39-1	414.1
769-40-4	425.65
769-68-6	514.15
769-78-8	347.15
769-92-6	514.15
7693-46-1	433.65
7696-51-7	445.15
7697-37-2	356.15
7697-46-3	578.15
7698-91-1	323.35
7698-97-7	488.15
7699-45-8	970.15
77-25-8	503.15
77-47-4	512.15
77-54-3	491.65
77-73-6	443
77-74-7	394.06
77-75-8	393.65
77-76-9	356.15
77-77-0	507.65
77-78-1	462.15
77-83-8	546.65
77-84-9	498.95
77-86-1	492.65
77-90-7	446.15
77-92-9	659
77-93-0	567.15
77-98-5	383.15
77-99-6	562.04
770-09-2	463.65
770-12-7	515.15
770-35-4	506.15
7700-17-6	408.15
7704-34-9	717.82
7705-07-9	1233.15
7705-08-0	592.15
7705-14-8	451.15
771-51-7	431.65
771-56-2	390.65
771-60-8	428.1
771-61-9	418.75
771-62-0	416.15
771-98-2	525.15
771-99-3	530.15
7712-60-9	406.15
7712-66-5	430.15
7713-69-1	351.65
7718-54-9	1258.15
7719-09-7	348.75
7719-12-2	349.25
7719-76-8	969.15
7719-79-1	861.15
7719-80-4	866.15
7719-82-6	878.15
7719-83-7	901.15
7719-84-8	904.15
7719-85-9	946.15
7719-86-0	949.15
7719-87-1	907.15
7719-88-2	910.15
7719-89-3	914.15
7719-90-6	917.15
7719-91-7	920.15
7719-92-8	923.15
7719-93-9	926.15
7719-94-0	944.15
7719-95-1	955.15
7719-96-2	961.15
7719-97-3	973.15
772-00-9	520.15
772-01-0	526.15
7720-83-4	650.15
7721-01-9	512.5
7722-84-1	423.35
77227-81-7	440.15
7723-14-0	704.15
7726-95-6	331.9
7727-15-3	528.15
7727-18-6	400
7727-37-9	77.34
77287-29-7	406.15
77295-79-5	445.15
773-76-2	578.62
773-82-0	435.15
773-99-9	463.15
7731-28-4	444.15
7731-29-5	444.15
7732-18-5	373.15
7735-33-3	458.15
77377-52-7	443.15
774-40-3	527.15
7745-91-7	528.65
775-51-9	330.65
775-56-4	491.15
77501-90-7	446.65
77503-17-4	350.65
7756-94-7	453.15
7758-02-3	1653.15
7758-89-6	1763.15
7758-94-3	1297
7758-95-4	1224.15
776-75-0	593.65
7763-13-5	982.15
7764-50-3	489.51
7766-48-5	423.15
7768-28-7	441.15
777-37-7	505.15
7772-99-8	896.15
7773-01-5	1463.15
7774-29-0	627.15
7775-19-1	1707.15
7775-41-9	1432.15
77753-24-3	503.15
7776-33-2	387.65
7778-85-0	369.05
7778-87-2	481.15
7779-27-3	472.65
7779-75-1	477.05
7779-80-8	481.15
778-22-3	554.34
778-24-5	550.15
778-66-5	562.15
7782-21-0	553.15
7782-39-0	23.65
7782-41-4	84.95
7782-42-5	4098.15
7782-44-7	90.19
7782-49-2	958.15
7782-50-5	239.12
7782-65-2	185
7782-92-5	673.15
77825-53-7	450.15
7783-06-4	212.8
7783-07-5	231.15
7783-09-7	271.15
7783-26-8	326.05
7783-29-1	380.55
7783-40-6	2500.15
7783-41-7	128.4
7783-42-8	229.35
7783-43-9	398.15
7783-44-0	216.15
7783-46-2	1566.15
7783-47-3	1123.15
7783-48-4	2733.15
7783-49-5	1773.15
7783-54-2	144.09
7783-55-3	171.65
7783-58-6	236.65
7783-60-0	232.7
7783-61-1	187.15
7783-62-2	978.15
7783-64-4	1185.15
7783-66-6	373.65
7783-68-8	502.15
7783-70-2	414.15
7783-71-3	502.35
7783-72-4	321.45
7783-75-7	326.75
7783-77-9	307.15
7783-79-1	227.35
7783-80-4	234.25
7783-81-5	329.65
7783-82-6	290.25
7783-90-6	1820.15
7783-96-2	1779.15
7784-18-1	1549.15
7784-23-8	655.15
7784-33-0	494.15
7784-34-1	403.15
7784-35-2	330.95
7784-36-3	220.35
7784-42-1	210.67
7784-45-4	697.15
7785-23-1	1775.15
7785-26-4	428.15
7785-70-8	428.65
7786-30-3	1685.15
7786-61-0	437.15
77866-58-1	481.15
7787-20-4	466.15
7787-32-8	2533.15
7787-46-4	793.15
7787-47-5	755.15
7787-49-7	1442.15
7787-53-3	760.15
7787-58-8	726.15
7787-60-2	720.15
7787-61-3	1173.15
7787-62-4	503.15
7787-64-6	815.15
7787-69-1	1573.15
7787-70-4	1618.15
7787-71-5	398.95
7787-72-6	474.15
7789-17-5	1553.15
7789-19-7	1949.15
7789-20-0	374.55
7789-21-1	436
7789-23-3	1775.15
7789-24-4	1946.15
7789-25-5	213.25
7789-26-6	227.15
7789-27-7	1099.15
7789-30-2	313.65
7789-39-1	1613.15
7789-40-4	1092.15
7789-41-5	2088.15
7789-42-6	1117.15
7789-45-9	1173.15
7789-47-1	595.15
7789-54-0	612.15
7789-57-3	382.15
7789-59-5	464.85
7789-60-8	446.1
7789-61-9	553.15
7789-66-4	427.15
7789-67-5	478.15
7789-68-6	503.15
7789-75-5	2806.5
7789-89-1	379.15
7789-99-3	436.15
77893-24-4	342.65
779-51-1	558.65
7790-01-4	483.15
7790-29-6	1573.15
7790-30-9	1097.15
7790-44-5	674.15
7790-47-8	637.5
7790-49-0	1110.15
7790-79-6	2021.15
7790-80-9	1015.15
7790-89-8	172.05
7790-91-2	284.9
7790-94-5	427
7791-09-5	401.15
7791-11-9	1663.15
7791-12-0	993.15
7791-21-1	275.35
7791-23-3	450.15
7791-25-5	342.55
7791-27-7	419.15
77958-21-5	434.65
78-07-9	431.65
78-08-0	433.15
78-09-1	432.65
78-10-4	441.95
78-11-5	543
78-20-6	392.15
78-26-2	509.85
78-27-3	447.15
78-30-8	683.15
78-37-5	475.15
78-38-6	471.15
78-39-7	418.15
78-40-0	362.15
78-42-2	489.15
78-46-6	556.15
78-53-5	383.15
78-57-9	362.65
78-59-1	488.35
78-62-6	387.15
78-69-3	469.15
78-70-6	470.15
78-71-7	471.15
78-74-0	462.08
78-75-1	413.16
78-76-2	364.37
78-77-3	364.68
78-78-4	300.99
78-79-5	307.21
78-80-8	305.4
78-81-9	340.88
78-82-0	376.76
78-83-1	380.81
78-84-2	337.25
78-85-3	342.15
78-86-4	341.25
78-87-5	369.52
78-88-6	366.5
78-89-7	406.65
78-90-0	392.45
78-91-1	447.15
78-92-2	372.7
78-93-3	352.79
78-94-4	412.15
78-95-5	392.15
78-96-6	432.61
78-97-7	457
78-98-8	345.15
78-99-9	361.25
780-69-8	505.15
7803-49-8	383
7803-51-2	185.41
7803-52-3	255.15
7803-57-8	392.15
7803-62-5	161
781-35-1	580.15
78128-84-4	518.65
78265-95-9	605.15
78279-15-9	553.15
78281-06-8	505.15
78307-76-3	412.15
78329-97-2	393.15
78343-32-5	467.15
78560-45-9	465.15
78587-05-0	401.15
78725-46-9	403.15
78738-36-0	432.15
78738-37-1	415.65
78831-88-6	490.65
78919-11-6	564.65
78937-12-9	368.95
78948-04-6	514.15
78957-07-0	521.15
79-00-5	387
79-01-6	360.1
79-02-7	362
79-03-8	353.15
79-04-9	379.15
79-05-0	486.15
79-07-2	498.15
79-08-3	481.15
79-09-4	414.25
79-10-7	414.15
79-11-8	462.5
79-16-3	478.15
79-20-9	330.09
79-21-0	383.15
79-22-1	344
79-24-3	387.22
79-27-6	516.65
79-28-7	499.15
79-29-8	331.13
79-30-1	365.15
79-31-2	427.65
79-33-4	398.15
79-34-5	418.25
79-35-6	292.15
79-36-7	382.15
79-37-8	336.65
79-38-9	244.8
79-39-0	488
79-40-3	560.91
79-41-4	434.15
79-42-5	390.15
79-43-6	467.15
79-44-7	440.15
79-46-9	393.4
79-53-8	281.15
79-55-0	420.15
79-92-5	433.65
79-94-7	589.15
79-95-8	392.95
79069-14-0	481.15
793-24-8	533.15
79424-03-6	370.15
79448-03-6	575.15
79456-26-1	478.15
79504-01-1	419.65
79630-70-9	455.15
79746-17-1	395.65
79762-76-8	495.65
79887-10-8	445.15
799-53-1	622.15
80-05-7	633.65
80-07-9	691.29
80-10-4	577.25
80-15-9	442.7
80-39-7	481.15
80-43-3	669
80-46-6	535.65
80-48-8	565.15
80-51-3	398.15
80-55-7	423.15
80-56-8	429.29
80-58-0	488.65
80-59-1	471.65
80-62-6	373.45
80-73-9	496.4
8001-35-2	428.15
8001-79-4	586.15
801-52-5	517.15
8013-90-9	428.15
802-93-7	482.15
80204-19-9	383.15
80266-48-4	452.15
8069-64-5	459.15
8069-76-9	458.15
80722-69-6	553.65
80832-54-8	503.15
80864-10-4	483.15
81-20-9	499.15
81-63-0	354.65
81-69-6	567.15
811-62-1	347.65
811-93-8	396.15
811-95-0	361.15
811-97-2	247.08
811-98-3	338.15
812-01-1	407.15
812-03-3	423.15
81290-20-2	328.15
813-44-5	345.5
813-76-3	593.15
814-29-9	573.15
814-49-3	366.65
814-67-5	425.15
814-68-6	348.65
814-78-8	371.15
814-98-2	359.65
815-06-5	429.65
815-17-8	462.15
815-24-7	425.15
815-57-6	444.65
815-58-7	431.15
815-68-9	476.65
816-11-5	409.15
816-57-9	275.15
816-79-5	369.16
81675-81-2	448.15
817-91-4	456.35
817-95-8	431.15
818-08-6	573.15
818-38-2	509.65
818-49-5	446.15
818-61-1	484
818-92-8	270.15
81840-15-5	356.15
81852-50-8	344.45
819-07-8	369.15
819-97-6	425.15
81925-81-7	444.15
82-05-3	785.13
82-29-1	732.15
82-48-4	418.65
82-93-9	414.15
820-29-1	477.05
820-55-3	412.95
82010-31-9	486.15
821-06-7	476.15
821-07-8	351.65
821-08-9	358.15
821-09-0	408.65
821-10-3	438.65
821-11-4	499
821-14-7	331.5
821-25-0	460.15
821-41-0	426.65
821-55-6	467.15
821-67-0	387.15
821-88-5	501.15
821-95-4	465.82
821-96-5	469.25
821-98-7	465.75
821-99-8	533.15
82113-65-3	363.65
822-06-0	528.15
822-13-9	553.15
822-27-5	619.16
822-35-5	275.75
822-36-6	536.15
822-38-8	580.15
822-50-4	365.02
822-66-2	437.15
822-67-3	437.15
822-84-4	498.15
822-86-6	466.65
823-76-7	453.65
823-96-1	352.15
82322-93-8	463.65
824-22-6	478.45
824-42-0	481.65
824-45-3	496.65
824-55-5	488.65
824-63-5	468.15
824-72-6	531.15
824-90-8	463.05
824-94-2	535.65
82419-36-1	446.05
82423-05-0	429.15
82486-82-6	320.15
825-55-8	529.15
825-94-5	506.15
82507-04-8	446.15
82584-73-4	410.15
826-18-6	490.15
826-36-8	478.15
826-77-7	545.15
826-81-3	540.15
82692-44-2	415.55
827-08-7	471.15
827-15-6	439.15
827-16-7	547.15
827-52-1	513.27
827-94-1	480.15
828-26-2	325.15
829-20-9	560.7
829-26-5	550.15
829-84-5	554.15
82906-78-3	542.15
83-25-0	673.15
83-32-9	550.54
83-33-0	516.15
83-34-1	539.15
83-38-5	438.15
83-41-0	513.15
83-42-1	511.15
83-53-4	583.15
83-73-8	644.1
83-86-3	378.15
83-98-7	468.15
83053-57-0	498.65
83053-62-7	502.15
831-81-2	572.15
831-82-3	451.65
83195-98-6	286.05
832-53-1	483.6
832-69-9	627.15
832-71-3	623.15
833-48-7	435.65
833-81-8	558.65
83335-32-4	274.15
834-12-8	583.59
83470-64-8	303.25
835-11-0	606.15
835-64-3	611.15
83540-97-0	510.15
83541-68-8	509.65
83673-81-8	343.65
83682-72-8	451.15
838-41-5	612.15
838-45-9	577.15
83803-80-9	523.15
83876-62-4	564.15
84-01-5	484.15
84-15-1	609.15
84-19-5	479.15
84-64-0	478.65
84-65-1	653.05
84-66-2	567.15
84-69-5	593.15
84-74-2	613.15
84-76-4	707
84-95-7	558.15
84258-49-1	556.15
84434-45-7	472.05
84545-30-2	453.15
846-50-4	484.15
84852-15-3	568.15
85-01-8	610.03
85-02-9	625.15
85-22-3	413.15
85-31-4	371.15
85-43-8	468.15
85-44-9	557.65
85-52-9	534.15
85-60-9	501.15
85-68-7	643.15
85-69-8	623.15
85-70-1	618.15
85-71-2	583.15
85-91-6	528.15
85070-48-0	487.15
85136-07-8	364.15
85303-88-4	513.15
85303-98-6	494.65
85363-04-8	459.15
85391-19-1	431.15
85523-00-8	400.15
85567-21-1	416.15
85625-90-7	428.65
85681-49-8	477.15
85721-25-1	485.15
85743-61-9	392.05
86-00-0	593.15
86-13-5	509.65
86-26-0	547.15
86-52-2	564.65
86-53-3	572.15
86-56-6	523.15
86-72-6	487.15
86-73-7	570.44
86-74-8	627.86
86-84-0	542.15
86-89-5	579.15
86-93-1	615.15
86-97-5	477.15
86087-24-3	454.15
86161-40-2	414.9
86217-01-8	460.15
86261-23-6	475.15
86318-61-8	389.65
86341-95-9	312.65
865-34-9	337.75
865-37-2	365.95
865-49-6	334.65
865-71-4	331.55
86595-27-9	379.15
86595-32-6	419.15
866-23-9	399.15
86668-33-9	415.15
86674-51-3	436.15
867-13-0	534.15
86702-46-7	449.15
868-57-5	388.55
868-77-9	499.15
868-85-9	443.65
86803-90-9	453.65
86884-89-1	380.15
869-29-4	453.15
869-50-1	518.15
87-09-2	500.35
87-11-6	473.15
87-19-4	534.15
87-20-7	551.15
87-24-1	500.15
87-25-2	541.15
87-26-3	515.74
87-29-6	605.15
87-40-1	514.15
87-41-2	563.15
87-47-8	434.15
87-59-2	494.65
87-60-5	518.15
87-61-6	491.75
87-62-7	488.15
87-63-8	488.15
87-64-9	462.15
87-65-0	493.15
87-66-1	581.85
87-68-3	486.15
87-69-4	660
87-84-3	307.75
87-85-4	536.6
87-87-6	645.9
87-91-2	553.15
87-92-3	593.15
87-99-0	489.15
870-23-5	338.15
870-74-6	482.15
87050-94-0	328.15
87050-95-1	402.15
871-22-7	415.43
871-28-3	315.65
871-31-8	1769.15
871-83-0	440.15
871-84-1	408.65
87188-51-0	460.15
872-05-9	443.75
872-31-1	432.65
872-32-2	377.65
872-50-4	475.2
872-53-7	406.65
872-55-9	407.15
872-93-5	549.15
873-32-5	505.15
873-49-4	446.75
873-51-8	448.15
873-63-2	510.15
873-66-5	451.41
873-76-7	508.15
873-94-9	462.15
87327-65-9	454.15
87392-07-2	520.65
87392-12-9	555.15
874-35-1	475.15
874-41-9	461.59
874-42-0	506.15
874-60-2	499.15
874-63-5	467.15
874-79-3	493.15
874-90-8	529.65
874-98-6	425.15
87413-09-0	313.15
87425-02-3	356.15
875-30-9	531.65
875-40-1	549.65
875-59-2	586.15
87694-50-6	508.15
87694-52-8	521.15
877-06-5	343.15
877-11-2	574.15
877-43-0	538.56
877-44-1	491.15
877-48-5	510.15
877-53-2	499.15
877-65-6	509.15
877-82-7	510.15
878-00-2	443.15
878-13-7	520.35
878-93-3	606.15
87818-31-3	586.15
879-12-9	556.15
879-18-5	570.75
879-39-0	393.65
879-97-0	521.15
88-04-0	519.15
88-05-1	505.65
88-06-2	519.15
88-09-5	466.95
88-10-8	459.15
88-14-2	504.15
88-15-3	486.65
88-16-4	425.35
88-18-6	497.23
88-19-7	487.15
88-45-9	773.15
88-51-7	436.15
88-69-7	487.65
88-72-2	495.64
88-73-3	519
88-74-4	558
88-75-5	489.15
88-88-0	648.04
88-95-9	554.25
88-99-3	598
880-09-1	503.15
880-78-4	432.65
881-67-4	567.15
882-33-7	583.15
88208-15-5	375.15
88208-16-6	396.65
88283-41-4	485.25
883-93-2	644.15
883-99-8	479.15
886-50-0	430.15
886-58-8	583.15
886-65-7	623.15
888-71-1	563.15
88917-22-0	482.45
89-05-4	722
89-32-7	671.65
89-48-5	501.15
89-49-6	505.15
89-58-7	513.65
89-59-8	515.15
89-60-1	534.15
89-61-2	540.15
89-68-9	531.65
89-69-0	561.15
89-71-4	488.15
89-72-5	501.15
89-74-7	501.15
89-78-1	487.45
89-80-5	483.15
89-81-6	506.15
