CASRN	RI	RIT
555-43-1	1.4395	353.15
555-44-2	1.4381	353.15
555-45-3	1.4428	333.15
555-57-7	1.5213	293.15
55512-33-9	1.568	293.15
556-24-1	1.3927	293.15
556-56-9	1.554	294.15
556-61-6	1.5258	
556-64-9	1.4669	298.15
556-67-2	1.3968	293.15
556-69-4	1.397	293.15
556-82-1	1.4412	293.15
556-96-7	1.5462	295.15
557-00-6	1.4031	293.15
557-17-5	1.3579	298.15
557-20-0	1.4936	293.15
557-25-5	1.4531	293.15
557-31-3	1.3881	293.15
557-40-4	1.4163	293.15
557-59-5	1.4287	373.15
557-68-6	1.641	293.15
557-91-5	1.5128	293.15
557-93-7	1.4467	289.15
557-98-2	1.3973	293.15
558-13-4	1.5942	373.15
558-17-8	1.4918	293.15
558-30-5	1.3712	295.15
558-37-2	1.3763	293.15
558-43-0	1.435	293.15
5581-35-1	1.53	
5582-82-1	1.4279	293.15
5586-15-2	1.4555	293.15
55944-70-2	1.4537	298.15
56-18-8	1.481	293.15
56-23-5	1.4601	293.15
56-33-7	1.5176	293.15
56-35-9	1.487	
56-38-2	1.537	298.15
56-81-5	1.4746	293.15
560-21-4	1.4075	293.15
560-23-6	1.4174	293.15
560-95-2	1.4808	293.15
56103-67-4	1.495	293.15
5617-41-4	1.4484	293.15
5617-42-5	1.4421	293.15
562-49-2	1.3909	293.15
562-74-3	1.4785	292.15
56298-90-9	1.424	293.15
563-04-2	1.5575	293.15
563-16-6	1.4001	293.15
563-45-1	1.3643	293.15
563-46-2	1.3778	293.15
563-47-3	1.4291	293.15
563-52-0	1.4149	293.15
563-58-6	1.443	298.15
563-70-2	1.488	293.15
563-78-0	1.3995	293.15
563-79-1	1.4122	293.15
563-80-4	1.388	293.15
5634-39-9	1.547	
564-02-3	1.403	293.15
564-04-5	1.4065	293.15
565-59-3	1.3894	298.15
565-60-6	1.4182	293.15
565-62-8	1.4508	293.15
565-63-9	1.4434	320.15
565-67-3	1.4175	293.15
565-69-5	1.3975	293.15
565-75-3	1.4042	293.15
565-77-5	1.4274	293.15
565-80-0	1.3999	293.15
5650-40-8	1.536	296.15
5655-61-8	1.4626	293.15
5666-17-1	1.4209	293.15
56688-75-6	1.4414	293.15
5676-58-4	1.5412	293.15
5683-33-0	1.5663	293.15
5687-92-3	1.5156	293.15
57-06-7	1.5306	293.15
57-10-3	1.43345	333.15
57-11-4	1.4299	353.15
57-13-6	1.484	
57-14-7	1.4075	295.15
57-50-1	1.5376	
57-55-6	1.4324	293.15
57-57-8	1.4105	293.15
5703-26-4	1.5359	293.15
571-58-4	1.6127	293.15
57129-69-8	1.4328	293.15
573-98-8	1.6166	293.15
57392-55-9	1.4521	293.15
574-09-4	1.5727	290.15
5743-97-5	1.5011	293.15
575-37-1	1.6083	293.15
575-41-7	1.614	293.15
575-43-9	1.6166	293.15
57526-28-0	1.417	293.15
5756-43-4	1.4008	293.15
57576-09-7	1.4566	293.15
576-22-7	1.5552	293.15
576-83-0	1.551	293.15
5765-44-6	1.4386	293.15
577-16-2	1.5276	293.15
577-27-5	1.4667	383.15
577-55-9	1.496	293.15
577-59-3	1.5468	293.15
578-54-1	1.5584	295.15
578-57-4	1.5727	293.15
578-58-5	1.5161	293.15
5781-53-3	1.4189	293.15
5787-31-5	1.4366	293.15
579-07-7	1.537	283.15
579-10-2	1.576	
579-66-8	1.5452	293.15
5794-03-6	1.457	298.15
5794-04-7	1.4564	327.15
57968-71-5	1.4438	293.15
5798-75-4	1.5438	290.15
58-72-0	1.6292	351.15
58-74-2	1.625	
58-95-7	1.497	293.15
580-13-2	1.6382	333.15
580-48-3	1.532	293.15
581-40-8	1.506	293.15
581-49-7	1.5676	293.15
581-50-0	1.6223	293.15
5813-64-9	1.4023	293.15
582-22-9	1.5255	293.15
582-33-2	1.56	295.15
582-62-7	1.5139	288.15
583-03-9	1.4086	298.15
583-04-0	1.5178	293.15
583-05-1	1.525	303.15
583-48-2	1.4041	293.15
583-53-9	1.6155	293.15
583-55-1	1.6618	298.15
583-58-4	1.5096	293.15
583-61-9	1.5057	293.15
583-68-6	1.5999	293.15
583-70-0	1.5501	293.15
583-71-1	1.553	293.15
5837-78-5	1.434	293.15
584-02-1	1.4104	293.15
584-12-3	1.498	293.15
584-94-1	1.4011	293.15
58479-61-1	1.5675	293.15
585-32-0	1.5181	298.15
585-71-7	1.5543	298.15
585-74-0	1.533	288.15
585-79-5	1.5979	293.15
5857-36-3	1.406	
586-37-8	1.541	293.15
586-39-0	1.5836	293.15
586-61-8	1.5569	293.15
586-62-9	1.4883	293.15
586-84-5	1.5325	293.15
586-98-1	1.5444	293.15
587-04-2	1.565	293.15
5870-93-9	1.4231	293.15
5878-19-3	1.397	293.15
588-72-7	1.6093	293.15
588-73-8	1.599	295.15
588-96-5	1.5517	293.15
5881-17-4	1.4156	293.15
589-08-2	1.5162	293.15
589-09-3	1.563	293.15
589-16-2	1.5554	293.15
589-38-8	1.4004	293.15
589-40-2	1.3865	293.15
589-43-5	1.3929	298.15
589-53-7	1.3979	293.15
589-55-9	1.4205	293.15
589-59-3	1.4057	293.15
589-63-9	1.4173	287.15
589-75-3	1.4232	298.15
589-81-1	1.3961	298.15
589-92-4	1.4451	293.15
589-93-5	1.5006	293.15
5891-21-4	1.4375	293.15
59-02-9	1.5045	298.15
59-26-7	1.525	293.15
59-52-9	1.5749	293.15
590-01-2	1.4014	293.15
590-02-3	1.4297	293.15
590-11-4	1.5428	293.15
590-12-5	1.5505	291.15
590-13-6	1.456	293.15
590-18-1	1.3931	248.15
590-19-2	1.4205	274.15
590-35-2	1.3822	293.15
590-36-3	1.41	293.15
590-50-1	1.4036	293.15
590-66-9	1.429	293.15
590-67-0	1.4595	293.15
590-73-8	1.3935	293.15
590-86-3	1.3902	293.15
590-90-9	1.4585	287.15
591-11-7	1.4454	293.15
591-12-8	1.4476	293.15
591-17-3	1.551	293.15
591-19-5	1.626	293.15
591-22-0	1.5061	293.15
591-31-1	1.553	293.15
591-34-4	1.3952	293.15
591-47-9	1.4414	293.15
591-49-1	1.4503	293.15
591-50-4	1.62	293.15
591-60-6	1.4137	293.15
591-62-8	1.4278	299.15
591-68-4	1.4128	293.15
591-76-4	1.3848	293.15
591-78-6	1.4007	293.15
591-80-0	1.4281	293.15
591-82-2	1.5005	287.15
591-87-7	1.4049	293.15
591-93-5	1.3888	293.15
591-95-7	1.4209	293.15
591-96-8	1.4284	293.15
5910-87-2	1.5207	293.15
5911-04-6	1.4125	293.15
5911-08-0	1.435	293.15
5912-86-7	1.5726	293.15
5917-47-5	1.4588	293.15
592-13-2	1.3925	293.15
592-20-1	1.4141	293.15
592-27-8	1.3949	293.15
592-34-7	1.4114	293.15
592-41-6	1.3852	298.15
592-42-7	1.4042	293.15
592-44-9	1.4282	293.15
592-50-7	1.3591	271.15
592-51-8	1.4213	287.15
592-55-2	1.4447	293.15
592-57-4	1.4755	293.15
592-76-7	1.3998	293.15
592-82-5	1.501	293.15
592-84-7	1.3887	293.15
592-88-1	1.487	298.15
592-90-5	1.44	293.15
5921-54-0	1.4511	293.15
59227-89-3	1.4701	
593-08-8	1.4318	293.15
593-39-5	1.4533	313.15
593-45-3	1.439	293.15
593-49-7	1.4345	338.15
593-53-3	1.1674	298.15
593-60-2	1.438	293.15
593-66-8	1.5385	293.15
593-71-5	1.5822	293.15
593-74-8	1.5452	293.15
593-77-1	1.4164	293.15
593-96-4	1.466	293.15
593-98-6	1.4144	298.15
5932-68-3	1.5784	293.15
594-08-1	1.8225	293.15
594-10-5	1.42	288.15
594-20-7	1.4148	293.15
594-27-4	1.4386	
594-34-3	1.5119	293.15
594-36-5	1.4055	293.15
594-37-6	1.437	293.15
594-38-7	1.4981	293.15
594-39-8	1.3954	298.15
594-42-3	1.5484	293.15
594-44-5	1.4531	293.15
594-45-6	1.4335	293.15
594-51-4	1.5729	298.15
594-56-9	1.4025	293.15
594-60-5	1.4176	293.15
594-70-7	1.4015	293.15
594-71-8	1.4378	292.15
594-73-0	1.863	
594-82-1	1.4695	293.15
594-83-2	1.4233	295.15
595-37-9	1.4145	293.15
595-41-5	1.4287	293.15
5951-67-7	1.513	299.15
596-75-8	1.4341	293.15
5966-51-8	1.4418	293.15
597-49-9	1.4294	293.15
597-52-4	1.4329	293.15
597-64-8	1.473	293.15
597-90-0	1.4332	293.15
597-96-6	1.4231	293.15
5973-11-5	1.4452	293.15
598-01-6	1.4258	293.15
598-02-7	1.417	293.15
598-03-8	1.4456	303.15
598-05-0	1.4135	293.15
598-09-4	1.431	293.15
598-16-3	1.6045	289.15
598-21-0	1.5449	293.15
598-23-2	1.3723	293.15
598-25-4	1.4203	293.15
598-31-2	1.4697	288.15
598-38-9	1.4626	298.15
598-53-8	1.3576	293.15
598-55-0	1.4125	329.15
598-56-1	1.3705	298.15
598-57-2	1.4616	322.15
598-58-3	1.3748	293.15
598-61-8	1.3866	293.15
598-74-3	1.4096	291.15
598-78-7	1.438	293.15
598-82-3	1.4392	293.15
598-92-5	1.4224	293.15
598-98-1	1.3905	293.15
598-99-2	1.4572	293.15
5984-58-7	1.4209	293.15
5986-55-0	1.5029	338.15
5989-27-5	1.473	293.15
5989-54-8	1.4746	293.15
599-91-7	1.4998	293.15
60-01-5	1.4359	293.15
60-12-8	1.5325	293.15
60-24-2	1.4996	293.15
60-29-7	1.3526	293.15
60-33-3	1.4699	293.15
60-34-4	1.4325	293.15
60-35-5	1.4278	
600-00-0	1.4446	293.15
600-07-7	1.4051	293.15
600-11-3	1.4464	293.15
600-14-6	1.4014	292.15
600-18-0	1.3972	293.15
600-22-6	1.4046	298.15
600-25-9	1.4251	293.15
600-36-2	1.425	293.15
6006-33-3	1.457	293.15
6006-95-7	1.4588	293.15
601-76-3	1.4339	293.15
6012-97-1	1.5915	303.15
60212-29-5	1.4391	293.15
60251-57-2	1.4442	298.15
603-32-7	1.6888	294.15
603-33-8	1.704	348.15
603-35-0	1.6358	353.15
603-36-1	1.6948	315.15
6032-29-7	1.4053	293.15
604-88-6	1.4736	403.15
6044-68-4	1.3954	293.15
605-01-6	1.5127	293.15
605-02-7	1.6664	293.15
605-39-0	1.5752	293.15
605-45-8	1.49	293.15
605-50-5	1.4871	293.15
606-20-2	1.479	
606-28-0	1.591	293.15
606-45-1	1.534	292.15
606-46-2	1.5153	293.15
6065-82-3	1.41	293.15
6069-98-3	1.4431	293.15
607-81-8	1.4872	293.15
607-85-2	1.5065	293.15
607-90-9	1.5161	293.15
607-91-0	1.5403	293.15
607-97-6	1.4214	298.15
608-28-6	1.6035	293.15
609-02-9	1.4128	293.15
609-08-5	1.4126	293.15
609-09-6	1.431	295.15
609-12-1	1.4496	293.15
609-14-3	1.4185	293.15
609-26-7	1.404	293.15
609-31-4	1.439	293.15
609-65-4	1.5726	289.15
609-72-3	1.5152	293.15
6091-52-7	1.4845	293.15
6094-02-6	1.4035	293.15
610-17-3	1.6102	293.15
610-48-0	1.6802	372.15
610-67-3	1.5425	293.15
610-89-9	1.4388	291.15
610-97-9	1.6052	293.15
610-99-1	1.5501	293.15
6108-61-8	1.4606	293.15
611-06-3	1.5512	343.15
611-10-9	1.4519	293.15
611-13-2	1.486	293.15
611-14-3	1.5046	293.15
611-15-4	1.5437	293.15
611-19-8	1.553	293.15
611-20-1	1.5372	373.15
611-21-2	1.5649	293.15
611-32-5	1.6164	293.15
611-33-6	1.6408	287.15
611-69-8	1.5193	287.15
611-70-1	1.5172	293.15
6111-88-2	1.4308	293.15
6114-18-7	1.448	298.15
6117-80-2	1.4782	293.15
612-00-0	1.5756	293.15
612-15-7	1.5388	293.15
612-16-8	1.5455	293.15
612-17-9	1.5577	293.15
612-22-6	1.5356	293.15
612-23-7	1.5557	335.15
612-55-5	1.6662	372.15
612-57-7	1.611	329.15
612-58-8	1.6171	293.15
612-60-2	1.615	293.15
612-62-4	1.6342	298.15
612-75-9	1.5946	293.15
6125-21-9	1.4654	293.15
6125-24-2	1.5407	292.15
613-29-6	1.5186	293.15
613-37-6	1.5744	373.15
613-70-7	1.5101	298.15
613-84-3	1.547	332.15
613-89-8	1.616	293.15
6138-90-5	1.5027	293.15
6139-84-0	1.4466	281.15
614-00-6	1.5769	293.15
614-18-6	1.5024	293.15
614-21-1	1.5468	303.15
614-27-7	1.537	293.15
614-45-9	1.499	293.15
614-68-6	1.5282	293.15
614-99-3	1.4797	294.15
6140-65-4	1.4872	290.15
615-13-4	1.538	340.15
615-18-9	1.5678	293.15
615-20-3	1.6338	283.15
615-36-1	1.6113	293.15
615-37-2	1.6079	293.15
615-38-3	1.464	293.15
615-39-4	1.4616	293.15
615-41-8	1.6331	298.15
615-42-9	1.7179	293.15
615-59-8	1.5982	291.15
615-65-6	1.5748	295.15
615-79-2	1.4757	290.15
615-81-6	1.41	293.15
615-83-8	1.4496	293.15
615-98-5	1.4158	293.15
615-99-6	1.4481	293.15
61531-45-1	1.4318	293.15
6158-45-8	1.5952	293.15
616-02-4	1.471	294.15
616-12-6	1.4045	293.15
616-20-6	1.4082	293.15
616-21-7	1.445	293.15
616-23-9	1.4819	293.15
616-24-0	1.4063	293.15
616-25-1	1.4239	293.15
616-31-9	1.4447	293.15
616-38-6	1.3687	293.15
616-39-7	1.3879	298.15
616-42-2	1.4083	293.15
616-43-3	1.497	293.15
616-44-4	1.5204	293.15
616-45-5	1.4806	303.15
616-47-7	1.497	293.15
6163-66-2	1.3949	293.15
6164-98-3	1.5885	298.15
6166-86-5	1.3912	293.15
6168-72-5	1.4502	293.15
617-33-4	1.5017	286.15
617-35-6	1.4052	293.15
617-51-6	1.4082	298.15
617-52-7	1.4457	293.15
617-54-9	1.4473	293.15
617-75-4	1.467	293.15
617-78-7	1.3934	293.15
617-83-4	1.4126	298.15
617-84-5	1.4321	298.15
617-86-7	1.447	293.15
617-88-9	1.4941	293.15
617-89-0	1.4908	293.15
617-90-3	1.4798	293.15
617-92-5	1.4841	293.15
617-94-7	1.5325	293.15
6175-49-1	1.433	293.15
618-31-5	1.6147	293.15
618-32-6	1.5868	298.15
618-36-0	1.5238	298.15
618-40-6	1.5691	293.15
618-42-8	1.479	298.15
618-45-1	1.5261	293.15
618-46-2	1.5677	293.15
6189-41-9	1.3736	293.15
619-23-8	1.5577	335.15
619-99-8	1.4018	293.15
61915-27-3	1.4287	293.15
6195-92-2	1.4329	293.15
62-44-2	1.571	
62-53-3	1.5863	293.15
62-75-9	1.4368	293.15
620-02-0	1.5264	293.15
620-05-3	1.6334	298.15
620-13-3	1.566	293.15
620-14-4	1.4966	293.15
620-16-6	1.5195	293.15
620-19-9	1.5345	293.15
620-20-2	1.5554	293.15
620-22-4	1.5252	293.15
620-23-5	1.5413	294.15
620-42-8	1.5703	301.15
620-63-3	1.4354	293.15
620-73-5	1.5146	317.15
620-83-7	1.5712	293.15
621-32-9	1.513	293.15
621-62-5	1.417	293.15
621-64-7	1.4437	293.15
621-70-5	1.4427	293.15
621-77-2	1.4366	293.15
621-87-4	1.5228	293.15
62108-66-1	1.429	293.15
62108-68-3	1.4295	293.15
62108-69-4	1.4289	293.15
62108-70-7	1.4343	293.15
62127-47-3	1.5602	293.15
62168-25-6	1.4988	298.15
622-08-2	1.5233	293.15
622-24-2	1.5276	293.15
622-26-4	1.4907	293.15
622-29-7	1.5526	293.15
622-32-2	1.5908	293.15
622-37-7	1.5589	298.15
622-38-8	1.567	293.15
622-39-9	1.4925	293.15
622-40-2	1.4763	293.15
622-42-4	1.5323	293.15
622-45-7	1.442	293.15
622-60-6	1.5058	291.15
622-61-7	1.5252	293.15
622-63-9	1.555	293.15
622-78-6	1.6049	288.15
622-79-7	1.5341	298.15
622-80-0	1.5428	293.15
622-85-5	1.5014	293.15
622-93-5	1.4439	293.15
622-96-8	1.4959	293.15
622-97-9	1.542	
622-98-0	1.5175	293.15
6222-35-1	1.4403	293.15
6225-06-5	1.4419	298.15
623-08-5	1.5568	293.15
623-12-1	1.539	293.15
623-15-4	1.5788	318.15
623-17-6	1.4327	293.15
623-22-3	1.5392	297.15
623-36-9	1.4488	293.15
623-39-2	1.442	298.15
623-40-5	1.445	293.15
623-42-7	1.3878	293.15
623-43-8	1.4242	293.15
623-46-1	1.4435	293.15
623-47-2	1.4105	293.15
623-48-3	1.5079	286.15
623-49-4	1.382	293.15
623-50-7	1.418	293.15
623-51-8	1.4582	293.15
623-53-0	1.3778	293.15
623-65-4	1.4364	341.15
623-66-5	1.4358	291.15
623-68-7	1.4745	293.15
623-70-1	1.4243	293.15
623-71-2	1.4254	293.15
623-73-4	1.4605	293.15
623-76-7	1.4616	313.15
623-78-9	1.4215	293.15
623-81-4	1.431	293.15
623-84-7	1.4173	293.15
623-87-0	1.4715	293.15
623-91-6	1.4412	293.15
623-93-8	1.4289	293.15
623-96-1	1.4008	293.15
623-97-2	1.461	293.15
6236-88-0	1.4304	293.15
624-13-5	1.4191	298.15
624-16-8	1.424	294.15
624-17-9	1.4351	293.15
624-20-4	1.5024	293.15
624-24-8	1.4003	293.15
624-29-3	1.423	293.15
624-41-9	1.404	293.15
624-42-0	1.4209	293.15
624-44-2	1.4448	293.15
624-45-3	1.4233	293.15
624-48-6	1.4416	293.15
624-49-7	1.4062	384.15
624-54-4	1.4096	288.15
624-64-6	1.3848	248.15
624-65-7	1.4349	293.15
624-67-9	1.4033	298.15
624-73-7	1.871	293.15
624-75-9	1.5744	293.15
624-76-0	1.5713	293.15
624-79-3	1.3622	293.15
624-83-9	1.3694	293.15
624-89-5	1.4404	293.15
624-92-0	1.5289	293.15
624-95-3	1.4323	288.15
625-01-4	1.416	293.15
625-06-9	1.4172	293.15
625-08-1	1.5081	293.15
625-23-0	1.4175	293.15
625-25-2	1.425	293.15
625-27-4	1.4004	293.15
625-28-5	1.3927	293.15
625-31-0	1.4225	293.15
625-36-5	1.4549	293.15
625-38-7	1.4239	293.15
625-45-6	1.4168	293.15
625-48-9	1.4438	292.15
625-50-3	1.4338	293.15
625-54-7	1.3698	298.15
625-55-8	1.3678	293.15
625-56-9	1.409	293.15
625-58-1	1.3852	293.15
625-60-5	1.4583	294.15
625-65-0	1.404	293.15
625-68-3	1.4221	293.15
625-69-4	1.4349	293.15
625-71-8	1.4424	293.15
625-80-9	1.4438	293.15
625-82-1	1.5048	293.15
625-84-3	1.5036	293.15
625-86-5	1.4363	293.15
625-95-6	1.6053	293.15
625-96-7	1.4456	293.15
625-98-9	1.4911	
6258-66-8	1.5893	293.15
626-01-7	1.6811	293.15
626-20-0	1.5586	296.15
626-23-3	1.4162	293.15
626-26-6	1.4506	293.15
626-27-7	1.4335	288.15
626-29-9	1.4335	343.15
626-35-7	1.425	293.15
626-53-9	1.493	293.15
626-55-1	1.5694	293.15
626-58-4	1.4458	293.15
626-60-8	1.5304	293.15
626-62-0	1.5477	293.15
626-67-5	1.4355	293.15
626-77-7	1.417	293.15
626-82-4	1.4152	293.15
626-85-7	1.431	293.15
626-86-8	1.4311	293.15
626-87-9	1.5086	293.15
626-88-0	1.449	
626-89-1	1.4134	298.15
626-95-9	1.4452	296.15
626-96-0	1.4257	295.15
626-97-1	1.4183	383.15
6261-22-9	1.4518	290.15
6267-24-9	1.541	288.15
627-00-9	1.4642	293.15
627-03-2	1.4194	293.15
627-05-4	1.4303	293.15
627-08-7	1.376	294.15
627-09-8	1.4187	293.15
627-11-2	1.4483	293.15
627-13-4	1.3973	293.15
627-18-9	1.4834	298.15
627-19-0	1.3852	293.15
627-20-3	1.383	293.15
627-21-4	1.4039	293.15
627-22-5	1.4712	293.15
627-26-9	1.4225	293.15
627-27-0	1.4224	293.15
627-30-5	1.4459	293.15
627-31-6	1.6391	298.15
627-32-7	1.5585	293.15
627-37-2	1.4065	293.15
627-39-4	1.4287	293.15
627-40-7	1.3778	293.15
627-41-8	1.5035	293.15
627-42-9	1.4111	293.15
627-45-2	1.432	293.15
627-48-5	1.3788	298.15
627-53-2	1.4768	293.15
627-54-3	1.5182	288.15
627-58-7	1.43995	294.15
627-59-8	1.418	293.15
627-63-4	1.5004	291.15
627-70-3	1.4535	293.15
627-90-7	1.4285	293.15
627-91-8	1.4283	293.15
627-93-0	1.4283	293.15
627-97-4	1.417	293.15
627-98-5	1.4175	293.15
6270-16-2	1.4414	293.15
6270-34-4	1.4682	297.15
6272-38-4	1.5906	291.15
628-02-4	1.42	383.15
628-05-7	1.4175	293.15
628-11-5	1.4456	293.15
628-16-0	1.438	296.15
628-17-1	1.4959	293.15
628-20-6	1.4413	293.15
628-21-7	1.6184	298.15
628-28-4	1.3736	293.15
628-29-5	1.4477	293.15
628-30-8	1.5085	289.15
628-32-0	1.3695	293.15
628-34-2	1.4113	293.15
628-37-5	1.3715	290.15
628-41-1	1.4725	293.15
628-44-4	1.428	293.15
628-61-5	1.4273	294.15
628-63-7	1.4023	293.15
628-66-0	1.4192	
628-67-1	1.4251	288.15
628-68-2	1.4348	293.15
628-71-7	1.4087	293.15
628-73-9	1.4068	293.15
628-76-2	1.4545	298.15
628-77-3	1.5987	298.15
628-80-8	1.3862	295.15
628-81-9	1.3818	293.15
628-83-1	1.436	293.15
628-89-7	1.4529	293.15
628-92-2	1.4552	293.15
628-97-7	1.4347	307.15
6284-84-0	1.472	293.15
629-03-8	1.5054	298.15
629-04-9	1.4502	293.15
629-05-0	1.4159	293.15
629-06-1	1.4264	293.15
629-08-3	1.4104	303.15
629-09-4	1.5837	298.15
629-11-8	1.4579	298.15
629-14-1	1.3898	298.15
629-15-2	1.358	
629-19-6	1.4981	293.15
629-20-9	1.5381	293.15
629-27-6	1.4885	293.15
629-30-1	1.452	298.15
629-31-2	1.421	293.15
629-33-4	1.4071	293.15
629-35-6	1.5057	293.15
629-36-7	1.4158	293.15
629-37-8	1.4322	293.15
629-40-3	1.4436	293.15
629-45-8	1.4923	293.15
629-46-9	1.4127	293.15
629-50-5	1.4256	293.15
629-59-4	1.429	293.15
629-60-7	1.4378	293.15
629-62-9	1.4315	293.15
629-63-0	1.4392	296.15
629-64-1	1.4275	293.15
629-65-2	1.4606	293.15
629-70-9	1.4438	293.15
629-72-1	1.4611	293.15
629-73-2	1.4412	293.15
629-74-3	1.444	293.15
629-78-7	1.4369	293.15
629-79-8	1.445	293.15
629-82-3	1.4327	293.15
629-92-5	1.4409	293.15
629-93-6	1.481	293.15
629-94-7	1.4441	293.15
629-96-9	1.435	293.15
629-97-0	1.4455	293.15
629-99-2	1.4491	293.15
6290-49-9	1.3962	293.15
6294-31-1	1.4586	293.15
6294-34-4	1.488	298.15
63-75-2	1.486	293.15
630-01-3	1.4357	333.15
630-02-4	1.433	343.15
630-03-5	1.4529	293.15
630-04-6	1.4278	363.15
630-06-8	1.4397	353.15
630-07-9	1.4568	293.15
630-17-1	1.437	293.15
630-18-2	1.3774	293.15
630-19-3	1.3791	293.15
630-20-6	1.4821	293.15
631-36-7	1.4268	293.15
631-57-2	1.3764	293.15
632-05-3	1.568	293.15
632-15-5	1.5206	293.15
632-16-6	1.5192	293.15
632-22-4	1.4496	296.15
6346-09-4	1.4275	293.15
635-46-1	1.6062	292.15
636-41-9	1.5035	289.15
636-53-3	1.508	291.15
636-60-2	1.4303	
636-72-6	1.528	293.15
636-82-8	1.4902	293.15
637-27-4	1.498	293.15
637-59-2	1.544	298.15
637-64-9	1.435	298.15
637-69-4	1.5642	286.15
637-78-5	1.3872	293.15
637-89-8	1.5101	298.15
637-92-3	1.3756	293.15
6378-11-6	1.455	298.15
6378-65-0	1.4264	288.15
6379-72-2	1.5616	293.15
638-00-6	1.5104	293.15
638-02-8	1.5129	293.15
638-04-0	1.4229	293.15
638-07-3	1.452	293.15
638-08-4	1.4362	353.15
638-10-8	1.4345	293.15
638-11-9	1.3936	293.15
638-21-1	1.5796	293.15
638-25-5	1.4262	298.15
638-28-8	1.4142	295.15
638-29-9	1.42	293.15
638-37-9	1.4262	291.15
638-41-5	1.4181	291.15
638-45-9	1.4928	293.15
638-46-0	1.4492	283.15
638-49-3	1.3992	293.15
638-53-9	1.4286	333.15
638-65-3	1.4389	318.15
638-67-5	1.4468	293.15
638-68-6	1.4352	343.15
6380-23-0	1.5711	293.15
6382-13-4	1.4342	323.15
639-99-6	1.498	291.15
64-04-0	1.529	298.15
64-17-5	1.3611	293.15
64-18-6	1.3714	293.15
64-19-7	1.372	293.15
64-67-5	1.3989	293.15
64057-79-0	1.4371	293.15
64168-11-2	1.4804	298.15
643-58-3	1.5914	293.15
643-93-6	1.5972	293.15
6436-90-4	1.5041	293.15
644-30-4	1.4989	293.15
644-49-5	1.3955	293.15
644-97-3	1.603	293.15
6443-92-1	1.406	293.15
645-13-6	1.5235	293.15
645-36-3	1.4123	298.15
645-41-0	1.4331	293.15
645-49-8	1.613	293.15
645-56-7	1.5379	298.15
645-59-0	1.5266	301.15
645-66-9	1.4292	343.15
646-04-8	1.3793	293.15
646-05-9	1.4496	293.15
646-06-0	1.3974	293.15
646-07-1	1.4144	293.15
646-14-0	1.427	293.15
646-20-8	1.4472	293.15
646-31-1	1.4283	343.15
64653-59-4	1.555	298.15
6482-24-2	1.44753	293.15
6485-40-1	1.4988	293.15
6493-77-2	1.461	293.15
65-85-0	1.504	405.15
653-37-2	1.4506	293.15
6553-48-6	1.4451	293.15
65530-93-0	1.4249	298.15
659-70-1	1.413	292.15
66-25-1	1.4039	293.15
66-27-3	1.4138	293.15
66-77-3	1.6507	293.15
66-99-9	1.6211	372.15
661-11-0	1.3854	293.15
662-01-1	1.303	293.15
6622-76-0	1.437	293.15
6627-55-0	1.5772	293.15
6628-21-3	1.4482	293.15
6628-77-9	1.5745	293.15
6630-33-7	1.5925	293.15
66325-11-9	1.5127	298.15
6640-27-3	1.52	300.15
67-47-0	1.5627	291.15
67-56-1	1.3288	293.15
67-63-0	1.3776	293.15
67-64-1	1.3588	293.15
67-66-3	1.4459	293.15
67-68-5	1.4793	293.15
67-71-0	1.4226	
670-54-2	1.56	298.15
6728-26-3	1.448	293.15
673-32-5	1.563	288.15
673-79-0	1.4655	293.15
674-76-0	1.3889	293.15
674-82-8	1.4379	293.15
6742-54-7	1.4828	293.15
6753-98-6	1.5038	293.15
676-83-5	1.494	293.15
6765-39-5	1.4432	293.15
6776-19-8	1.4242	293.15
6780-49-0	1.5279	293.15
6789-80-6	1.43	294.15
67952-57-2	1.413	293.15
68-11-1	1.508	293.15
68-12-2	1.4305	293.15
680-31-9	1.4579	293.15
6802-75-1	1.4486	290.15
681-84-5	1.3683	293.15
6812-78-8	1.4556	293.15
682-01-9	1.4012	293.15
682-30-4	1.429	293.15
6829-40-9	1.4353	289.15
683-08-9	1.4101	303.15
683-50-1	1.431	290.15
683-68-1	1.5662	293.15
6843-66-9	1.5447	293.15
685-63-2	1.378	253.15
685-87-0	1.4521	293.15
685-91-6	1.4374	290.15
6850-57-3	1.5475	293.15
6852-54-6	1.5378	288.15
6876-23-9	1.427	293.15
688-71-1	1.3948	293.15
688-74-4	1.4106	291.15
688-84-6	1.436	298.15
689-89-4	1.5025	295.15
689-97-4	1.4161	274.15
69-65-8	1.333	
69-72-7	1.565	
690-02-8	1.3503	273.15
690-08-4	1.3982	293.15
690-37-9	1.4284	293.15
690-92-6	1.4099	293.15
690-93-7	1.4063	293.15
691-37-2	1.3828	293.15
691-38-3	1.38	293.15
6917-76-6	1.4105	293.15
692-24-0	1.4001	293.15
692-42-2	1.4709	
692-45-5	1.3842	293.15
692-47-7	1.427	293.15
692-86-4	1.4449	298.15
6920-22-5	1.4431	293.15
6921-35-3	1.3965	293.15
6921-64-8	1.5527	286.15
6923-20-2	1.4549	293.15
693-02-7	1.3989	293.15
693-05-0	1.432	293.15
693-13-0	1.432	293.15
693-54-9	1.4255	293.15
693-58-3	1.4522	298.15
693-61-8	1.4292	293.15
693-62-9	1.4285	293.15
